,price,stock,position,allocation
ETFC,46.439998626708984,0.0,0.0,0.0
ETG,15.25,0.0,0.0,0.0
ETH,21.43000030517578,0.0,0.0,0.0
ETJ,9.319999694824219,0.0,0.0,0.0
ETM,6.150000095367432,0.0,0.0,0.0
ETN,77.02999877929688,0.0,0.0,0.0
ETO,23.200000762939453,0.0,0.0,0.0
ETR,99.3499984741211,0.0,0.0,0.0
ETV,14.329999923706055,0.0,0.0,0.0
ETW,9.600000381469727,0.0,0.0,0.0
ETY,11.649999618530273,0.0,0.0,0.0
EV,39.54999923706055,0.0,0.0,0.0
EVBN,35.349998474121094,0.0,0.0,0.0
EVC,3.200000047683716,0.0,0.0,0.0
EVF,6.170000076293945,0.0,0.0,0.0
EVG,13.0,0.0,0.0,0.0
EVGN,1.7599999904632568,0.0,0.0,0.0
EVI,35.900001525878906,0.0,0.0,0.0
EVLV,0.4399999976158142,0.0,0.0,0.0
EVM,10.789999961853027,0.0,0.0,0.0
EVN,12.119999885559082,0.0,0.0,0.0
EVR,80.83000183105469,0.0,0.0,0.0
EVRI,11.819999694824219,0.0,0.0,0.0
EVSI,5.320000171661377,0.0,0.0,0.0
EVT,23.06999969482422,0.0,0.0,0.0
EVV,12.600000381469727,0.0,0.0,0.0
EVY,13.020000457763672,0.0,0.0,0.0
EW,169.97000122070312,0.0,0.0,0.0
EWBC,45.27000045776367,0.0,0.0,0.0
EXAS,94.0,0.0,0.0,0.0
EXC,49.65999984741211,0.0,0.0,0.0
EXD,9.229999542236328,0.0,0.0,0.0
EXEL,19.770000457763672,0.0,0.0,0.0
EXFO,4.380000114440918,0.0,0.0,0.0
EXG,7.989999771118164,0.0,0.0,0.0
EXK,1.7100000381469727,0.0,0.0,0.0
EXLS,59.040000915527344,0.0,0.0,0.0
EXP,87.55999755859375,0.0,0.0,0.0
EXPD,71.68000030517578,0.0,0.0,0.0
EXPE,116.44000244140625,0.0,0.0,0.0
EXPO,56.15999984741211,0.0,0.0,0.0
EXPR,3.240000009536743,0.0,0.0,0.0
EXR,106.69000244140625,0.0,0.0,0.0
EXTR,5.840000152587891,0.0,0.0,0.0
EZPW,8.920000076293945,0.0,0.0,0.0
F,9.850000381469727,0.0,0.0,0.0
FAF,54.880001068115234,0.0,0.0,0.0
FAM,9.8100004196167,0.0,0.0,0.0
FANG,104.02999877929688,2.0,208.05999755859375,0.002080600034851644
FANH,30.559999465942383,5.0,152.7999973297119,0.0015280000168220631
FARM,19.40999984741211,0.0,0.0,0.0
FARO,46.0,0.0,0.0,0.0
FAST,31.34000015258789,0.0,0.0,0.0
FAX,4.050000190734863,0.0,0.0,0.0
FB,180.8699951171875,0.0,0.0,0.0
FBC,31.049999237060547,0.0,0.0,0.0
FBHS,52.439998626708984,0.0,0.0,0.0
FBIO,1.7699999809265137,0.0,0.0,0.0
FBIZ,22.559999465942383,0.0,0.0,0.0
FBMS,30.969999313354492,0.0,0.0,0.0
FBNC,35.77000045776367,0.0,0.0,0.0
FBP,10.010000228881836,0.0,0.0,0.0
FC,30.0,0.0,0.0,0.0
FCAP,49.7599983215332,0.0,0.0,0.0
FCAU,12.729999542236328,0.0,0.0,0.0
FCBC,33.060001373291016,0.0,0.0,0.0
FCCO,18.030000686645508,0.0,0.0,0.0
FCCY,18.420000076293945,10.0,184.20000076293945,0.0018420000600986018
FCEL,1.2699999809265137,0.0,0.0,0.0
FCF,12.84000015258789,0.0,0.0,0.0
FCFS,93.36000061035156,0.0,0.0,0.0
FCN,80.41000366210938,0.0,0.0,0.0
FCNCA,437.1000061035156,0.0,0.0,0.0
FCO,8.0600004196167,0.0,0.0,0.0
FCSC,1.840000033378601,0.0,0.0,0.0
FCT,12.020000457763672,0.0,0.0,0.0
FCX,9.949999809265137,0.0,0.0,0.0
FDBC,59.5,8.0,476.0,0.004760000135588179
FDEF,27.670000076293945,0.0,0.0,0.0
FDP,25.6299991607666,0.0,0.0,0.0
FDS,278.1000061035156,0.0,0.0,0.0
FDUS,16.329999923706055,0.0,0.0,0.0
FDX,160.58999633789062,0.0,0.0,0.0
FE,43.150001525878906,0.0,0.0,0.0
FEI,11.90999984741211,0.0,0.0,0.0
FEIM,11.960000038146973,7.0,83.72000026702881,0.0008372000265178561
FELE,44.08000183105469,0.0,0.0,0.0
FEN,21.799999237060547,0.0,0.0,0.0
FENG,3.549999952316284,0.0,0.0,0.0
FEO,13.520000457763672,0.0,0.0,0.0
FET,4.360000133514404,0.0,0.0,0.0
FF,10.9399995803833,0.0,0.0,0.0
FFA,15.0600004196167,0.0,0.0,0.0
FFBC,23.209999084472656,0.0,0.0,0.0
FFC,19.65999984741211,0.0,0.0,0.0
FFG,64.94999694824219,0.0,0.0,0.0
FFHL,2.299999952316284,0.0,0.0,0.0
FFIC,21.389999389648438,0.0,0.0,0.0
FFIN,59.06999969482422,0.0,0.0,0.0
FFIV,137.39999389648438,0.0,0.0,0.0
FFNW,15.180000305175781,0.0,0.0,0.0
FGB,6.150000095367432,0.0,0.0,0.0
FGBI,20.860000610351562,29.0,604.9400177001953,0.006049400349318582
FGP,1.2300000190734863,0.0,0.0,0.0
FHN,13.729999542236328,0.0,0.0,0.0
FIBK,37.93000030517578,0.0,0.0,0.0
FICO,294.32000732421875,0.0,0.0,0.0
FIF,15.770000457763672,0.0,0.0,0.0
FII,30.299999237060547,0.0,0.0,0.0
FIS,120.41000366210938,0.0,0.0,0.0
FISI,27.25,0.0,0.0,0.0
FISV,87.19999694824219,0.0,0.0,0.0
FITB,27.020000457763672,0.0,0.0,0.0
FIV,8.960000038146973,0.0,0.0,0.0
FIVE,130.82000732421875,0.0,0.0,0.0
FIX,49.36000061035156,0.0,0.0,0.0
FIZZ,50.869998931884766,0.0,0.0,0.0
FL,52.83000183105469,1.0,52.83000183105469,0.0005283000333591261
FLC,19.799999237060547,0.0,0.0,0.0
FLDM,12.180000305175781,0.0,0.0,0.0
FLEX,9.470000267028809,0.0,0.0,0.0
FLIC,21.639999389648438,0.0,0.0,0.0
FLIR,49.16999816894531,0.0,0.0,0.0
FLL,2.180000066757202,0.0,0.0,0.0
FLO,23.079999923706055,0.0,0.0,0.0
FLR,28.850000381469727,0.0,0.0,0.0
FLS,48.689998626708984,0.0,0.0,0.0
FLT,266.6700134277344,0.0,0.0,0.0
FLWS,17.829999923706055,0.0,0.0,0.0
FLXS,18.299999237060547,0.0,0.0,0.0
FLY,16.309999465942383,0.0,0.0,0.0
FMAO,30.219999313354492,0.0,0.0,0.0
FMBH,33.880001068115234,9.0,304.9200096130371,0.003049200182986566
FMBI,19.979999542236328,0.0,0.0,0.0
FMC,71.36000061035156,0.0,0.0,0.0
FMN,13.640000343322754,0.0,0.0,0.0
FMNB,14.15999984741211,0.0,0.0,0.0
FMO,10.09000015258789,0.0,0.0,0.0
FMS,37.720001220703125,0.0,0.0,0.0
FMX,98.0999984741211,0.0,0.0,0.0
FMY,13.600000381469727,0.0,0.0,0.0
FN,44.75,0.0,0.0,0.0
FNB,11.390000343322754,0.0,0.0,0.0
FNCB,7.369999885559082,28.0,206.3599967956543,0.0020636000267380055
FNF,38.7599983215332,0.0,0.0,0.0
FNHC,14.670000076293945,0.0,0.0,0.0
FNLC,25.479999542236328,0.0,0.0,0.0
FNSR,21.190000534057617,0.0,0.0,0.0
FNV,73.5,0.0,0.0,0.0
FOE,14.229999542236328,29.0,412.6699867248535,0.004126699984797216
FOF,12.449999809265137,0.0,0.0,0.0
FOLD,11.869999885559082,0.0,0.0,0.0
FONR,20.25,0.0,0.0,0.0
FOR,18.0,0.0,0.0,0.0
FORD,1.309999942779541,0.0,0.0,0.0
FORM,14.680000305175781,0.0,0.0,0.0
FORR,46.52000045776367,0.0,0.0,0.0
FOSL,11.100000381469727,0.0,0.0,0.0
FOX,36.5099983215332,0.0,0.0,0.0
FOXA,36.90999984741211,0.0,0.0,0.0
FPAY,0.9300000071525574,0.0,0.0,0.0
FR,34.58000183105469,0.0,0.0,0.0
FRA,12.920000076293945,0.0,0.0,0.0
FRAF,38.459999084472656,10.0,384.59999084472656,0.003846000018000233
FRAN,0.5199999809265137,0.0,0.0,0.0
FRBA,11.210000038146973,0.0,0.0,0.0
FRBK,4.940000057220459,0.0,0.0,0.0
FRC,99.08000183105469,0.0,0.0,0.0
FRD,7.389999866485596,0.0,0.0,0.0
FRED,0.44999998807907104,0.0,0.0,0.0
FRGI,13.449999809265137,0.0,0.0,0.0
FRME,34.349998474121094,0.0,0.0,0.0
FRO,8.449999809265137,0.0,0.0,0.0
FRPH,46.70000076293945,0.0,0.0,0.0
FRT,132.22000122070312,0.0,0.0,0.0
FSBW,48.0,0.0,0.0,0.0
FSD,14.550000190734863,0.0,0.0,0.0
FSI,3.0899999141693115,0.0,0.0,0.0
FSLR,57.33000183105469,0.0,0.0,0.0
FSM,2.490000009536743,0.0,0.0,0.0
FSP,7.460000038146973,0.0,0.0,0.0
FSS,24.200000762939453,0.0,0.0,0.0
FSTR,24.3799991607666,0.0,0.0,0.0
FT,7.059999942779541,0.0,0.0,0.0
FTEK,1.590000033378601,0.0,0.0,0.0
FTFT,1.4299999475479126,0.0,0.0,0.0
FTI,22.139999389648438,0.0,0.0,0.0
FTK,3.0299999713897705,0.0,0.0,0.0
FTNT,77.48999786376953,0.0,0.0,0.0
FTR,1.7799999713897705,0.0,0.0,0.0
FTS,37.599998474121094,0.0,0.0,0.0
FUL,41.29999923706055,0.0,0.0,0.0
FULT,16.399999618530273,0.0,0.0,0.0
FUN,52.59000015258789,0.0,0.0,0.0
FUND,6.559999942779541,0.0,0.0,0.0
FVE,0.550000011920929,0.0,0.0,0.0
FWRD,57.90999984741211,0.0,0.0,0.0
FXNC,20.75,31.0,643.25,0.006432500183229194
G,36.0,0.0,0.0,0.0
GAB,6.070000171661377,0.0,0.0,0.0
GABC,28.6299991607666,0.0,0.0,0.0
GAIA,8.149999618530273,0.0,0.0,0.0
GAIN,11.619999885559082,0.0,0.0,0.0
GALT,4.010000228881836,0.0,0.0,0.0
GAM,33.939998626708984,0.0,0.0,0.0
GASS,3.259999990463257,14.0,45.639999866485596,0.00045640001166536955
GATX,73.45999908447266,0.0,0.0,0.0
GBAB,23.459999084472656,0.0,0.0,0.0
GBCI,39.709999084472656,0.0,0.0,0.0
GBDC,17.790000915527344,0.0,0.0,0.0
GBL,18.459999084472656,0.0,0.0,0.0
GBLI,30.5,0.0,0.0,0.0
GBR,1.850000023841858,0.0,0.0,0.0
GBX,29.329999923706055,0.0,0.0,0.0
GCAP,4.170000076293945,0.0,0.0,0.0
GCBC,30.0,26.0,780.0,0.00780000022218231
GCI,7.820000171661377,0.0,0.0,0.0
GCO,42.619998931884766,0.0,0.0,0.0
GCV,5.0,0.0,0.0,0.0
GCVRZ,0.5,80.0,40.0,0.0004000000113939646
GD,163.5800018310547,0.0,0.0,0.0
GDEN,13.569999694824219,0.0,0.0,0.0
GDL,9.260000228881836,0.0,0.0,0.0
GDO,16.5,0.0,0.0,0.0
GDOT,48.47999954223633,0.0,0.0,0.0
GDV,21.010000228881836,0.0,0.0,0.0
GE,9.5600004196167,0.0,0.0,0.0
GEC,3.75,0.0,0.0,0.0
GEF,35.5099983215332,0.0,0.0,0.0
GEL,22.780000686645508,0.0,0.0,0.0
GEN,1.2899999618530273,0.0,0.0,0.0
GENC,11.8100004196167,0.0,0.0,0.0
GENE,0.699999988079071,0.0,0.0,0.0
GEO,21.84000015258789,0.0,0.0,0.0
GEOS,14.09000015258789,0.0,0.0,0.0
GERN,1.5199999809265137,0.0,0.0,0.0
GES,17.360000610351562,0.0,0.0,0.0
GEVO,1.9500000476837158,0.0,0.0,0.0
GF,13.75,0.0,0.0,0.0
GFED,22.65999984741211,42.0,951.7199935913086,0.009517200207009684
GFF,14.930000305175781,0.0,0.0,0.0
GFI,3.880000114440918,0.0,0.0,0.0
GFN,7.980000019073486,0.0,0.0,0.0
GFY,16.030000686645508,0.0,0.0,0.0
GGAL,25.969999313354492,0.0,0.0,0.0
GGB,3.4100000858306885,0.0,0.0,0.0
GGG,47.75,0.0,0.0,0.0
GGT,8.15999984741211,0.0,0.0,0.0
GHC,667.4500122070312,0.0,0.0,0.0
GHDX,53.189998626708984,0.0,0.0,0.0
GHL,15.859999656677246,0.0,0.0,0.0
GHM,21.299999237060547,0.0,0.0,0.0
GHY,13.960000038146973,0.0,0.0,0.0
GIB,73.16999816894531,0.0,0.0,0.0
GIFI,8.100000381469727,0.0,0.0,0.0
GIGM,2.299999952316284,0.0,0.0,0.0
GIII,28.950000762939453,0.0,0.0,0.0
GIL,36.70000076293945,0.0,0.0,0.0
GILD,67.16999816894531,0.0,0.0,0.0
GILT,8.550000190734863,0.0,0.0,0.0
GIM,6.28000020980835,0.0,0.0,0.0
GIS,53.43000030517578,11.0,587.7300033569336,0.005877300200983707
GJH,9.75,0.0,0.0,0.0
GJV,26.270000457763672,105.0,2758.3500480651855,0.027583501266365426
GLAD,9.319999694824219,0.0,0.0,0.0
GLBS,3.049999952316284,0.0,0.0,0.0
GLDD,10.25,0.0,0.0,0.0
GLNG,19.209999084472656,0.0,0.0,0.0
GLO,9.510000228881836,0.0,0.0,0.0
GLOG,14.65999984741211,0.0,0.0,0.0
GLP,19.760000228881836,0.0,0.0,0.0
GLPG,118.05999755859375,0.0,0.0,0.0
GLQ,12.920000076293945,0.0,0.0,0.0
GLRE,10.5,0.0,0.0,0.0
GLT,14.670000076293945,0.0,0.0,0.0
GLUU,8.420000076293945,0.0,0.0,0.0
GLV,10.920000076293945,0.0,0.0,0.0
GLW,29.6299991607666,0.0,0.0,0.0
GM,35.130001068115234,0.0,0.0,0.0
GME,7.699999809265137,0.0,0.0,0.0
GMED,40.560001373291016,0.0,0.0,0.0
GMLP,11.569999694824219,0.0,0.0,0.0
GMO,0.33000001311302185,0.0,0.0,0.0
GNC,1.5299999713897705,0.0,0.0,0.0
GNE,9.600000381469727,0.0,0.0,0.0
GNMK,6.670000076293945,0.0,0.0,0.0
GNMX,0.20999999344348907,0.0,0.0,0.0
GNRC,56.2400016784668,0.0,0.0,0.0
GNT,5.329999923706055,0.0,0.0,0.0
GNTX,21.790000915527344,0.0,0.0,0.0
GNUS,1.899999976158142,1.0,1.899999976158142,1.9000000302794734e-05
GNW,3.2899999618530273,0.0,0.0,0.0
GOF,20.100000381469727,0.0,0.0,0.0
GOGL,5.139999866485596,0.0,0.0,0.0
GOL,11.649999618530273,0.0,0.0,0.0
GOLD,11.960000038146973,0.0,0.0,0.0
GOOD,21.459999084472656,0.0,0.0,0.0
GOODP,26.40999984741211,0.0,0.0,0.0
GOOG,1140.77001953125,0.0,0.0,0.0
GOOGL,1145.3399658203125,0.0,0.0,0.0
GORO,2.9100000858306885,0.0,0.0,0.0
GPC,98.23999786376953,0.0,0.0,0.0
GPI,75.5999984741211,0.0,0.0,0.0
GPK,12.699999809265137,0.0,0.0,0.0
GPL,0.6600000262260437,0.0,0.0,0.0
GPM,7.840000152587891,0.0,0.0,0.0
GPN,147.9600067138672,0.0,0.0,0.0
GPOR,6.230000019073486,0.0,0.0,0.0
GPRE,14.359999656677246,0.0,0.0,0.0
GPRK,15.15999984741211,0.0,0.0,0.0
GPS,21.260000228881836,0.0,0.0,0.0
GPX,14.279999732971191,0.0,0.0,0.0
GRA,70.63999938964844,0.0,0.0,0.0
GRBK,8.869999885559082,0.0,0.0,0.0
GRC,30.639999389648438,0.0,0.0,0.0
GRFS,18.010000228881836,0.0,0.0,0.0
GRIF,37.27000045776367,0.0,0.0,0.0
GRMN,77.30000305175781,0.0,0.0,0.0
GROW,1.1699999570846558,0.0,0.0,0.0
GRPN,3.509999990463257,0.0,0.0,0.0
GRU,3.0999999046325684,360.0,1115.9999656677246,0.01115999997456885
GRVY,91.8499984741211,2.0,183.6999969482422,0.0018370000218092034
GRX,10.34000015258789,0.0,0.0,0.0
GS,191.97000122070312,0.0,0.0,0.0
GSB,8.350000381469727,0.0,0.0,0.0
GSBC,55.54999923706055,0.0,0.0,0.0
GSH,17.530000686645508,0.0,0.0,0.0
GSIT,7.510000228881836,0.0,0.0,0.0
GSK,39.9900016784668,0.0,0.0,0.0
GSL,6.579999923706055,0.0,0.0,0.0
GSM,1.6200000047683716,0.0,0.0,0.0
GSP,14.829999923706055,0.0,0.0,0.0
GSS,3.5999999046325684,0.0,0.0,0.0
GSV,1.0499999523162842,0.0,0.0,0.0
GSVC,6.489999771118164,0.0,0.0,0.0
GT,14.579999923706055,0.0,0.0,0.0
GTE,1.9600000381469727,0.0,0.0,0.0
GTIM,2.200000047683716,0.0,0.0,0.0
GTLS,73.68000030517578,0.0,0.0,0.0
GTN,18.079999923706055,0.0,0.0,0.0
GTS,26.079999923706055,0.0,0.0,0.0
GTT,25.84000015258789,0.0,0.0,0.0
GTXI,0.9900000095367432,0.0,0.0,0.0
GTY,32.0,0.0,0.0,0.0
GURE,1.149999976158142,0.0,0.0,0.0
GUT,6.900000095367432,0.0,0.0,0.0
GV,2.3399999141693115,1.0,2.3399999141693115,2.339999980824002e-05
GVA,40.029998779296875,0.0,0.0,0.0
GVP,2.299999952316284,0.0,0.0,0.0
GWR,93.94999694824219,0.0,0.0,0.0
GWRE,105.19999694824219,0.0,0.0,0.0
GWW,260.9200134277344,0.0,0.0,0.0
H,74.4800033569336,0.0,0.0,0.0
HA,25.770000457763672,0.0,0.0,0.0
HAE,99.05000305175781,0.0,0.0,0.0
HAFC,21.420000076293945,0.0,0.0,0.0
HAIN,22.84000015258789,0.0,0.0,0.0
HAL,23.510000228881836,0.0,0.0,0.0
HALL,11.829999923706055,0.0,0.0,0.0
HALO,15.390000343322754,0.0,0.0,0.0
HAS,97.93000030517578,0.0,0.0,0.0
HAYN,30.540000915527344,0.0,0.0,0.0
HBAN,13.0600004196167,0.0,0.0,0.0
HBCP,35.849998474121094,0.0,0.0,0.0
HBI,15.890000343322754,0.0,0.0,0.0
HBIO,2.299999952316284,0.0,0.0,0.0
HBM,4.559999942779541,0.0,0.0,0.0
HBMD,14.149999618530273,0.0,0.0,0.0
HBNC,15.8100004196167,0.0,0.0,0.0
HBP,2.7799999713897705,0.0,0.0,0.0
HCA,126.70999908447266,0.0,0.0,0.0
HCCI,27.829999923706055,0.0,0.0,0.0
HCHC,2.690000057220459,0.0,0.0,0.0
HCI,41.84000015258789,0.0,0.0,0.0
HCKT,16.190000534057617,0.0,0.0,0.0
HCLP,2.130000114440918,0.0,0.0,0.0
HCP,31.790000915527344,0.0,0.0,0.0
HCSG,32.45000076293945,0.0,0.0,0.0
HD,192.0,0.0,0.0,0.0
HDB,119.4000015258789,0.0,0.0,0.0
HDSN,2.0399999618530273,0.0,0.0,0.0
HE,41.88999938964844,0.0,0.0,0.0
HEAR,8.649999618530273,0.0,0.0,0.0
HEB,0.12999999523162842,0.0,0.0,0.0
HEES,26.149999618530273,0.0,0.0,0.0
HEI,103.63999938964844,0.0,0.0,0.0
HELE,137.77999877929688,0.0,0.0,0.0
HEP,26.8799991607666,0.0,0.0,0.0
HEQ,14.119999885559082,0.0,0.0,0.0
HES,59.0099983215332,0.0,0.0,0.0
HF,43.84000015258789,0.0,0.0,0.0
HFBC,18.93000030517578,0.0,0.0,0.0
HFC,40.959999084472656,0.0,0.0,0.0
HFWA,29.25,0.0,0.0,0.0
HGH,28.229999542236328,2.0,56.459999084472656,0.0005646000069273073
HGSH,0.9100000262260437,0.0,0.0,0.0
HHC,106.68000030517578,0.0,0.0,0.0
HHS,3.299999952316284,0.0,0.0,0.0
HI,37.599998474121094,0.0,0.0,0.0
HIBB,19.81999969482422,0.0,0.0,0.0
HIFS,187.39999389648438,0.0,0.0,0.0
HIG,53.31999969482422,0.0,0.0,0.0
HII,204.32000732421875,0.0,0.0,0.0
HIMX,3.0199999809265137,0.0,0.0,0.0
HIO,4.929999828338623,0.0,0.0,0.0
HIW,43.810001373291016,0.0,0.0,0.0
HIX,6.550000190734863,0.0,0.0,0.0
HJV,6.150000095367432,0.0,0.0,0.0
HK,0.20999999344348907,0.0,0.0,0.0
HL,1.3799999952316284,0.0,0.0,0.0
HLF,43.220001220703125,0.0,0.0,0.0
HLIT,5.360000133514404,0.0,0.0,0.0
HLTH,0.14000000059604645,0.0,0.0,0.0
HLX,6.96999979019165,0.0,0.0,0.0
HMC,25.280000686645508,0.0,0.0,0.0
HMN,41.22999954223633,0.0,0.0,0.0
HMNF,21.899999618530273,0.0,0.0,0.0
HMST,28.459999084472656,0.0,0.0,0.0
HMSY,30.020000457763672,0.0,0.0,0.0
HMY,1.649999976158142,0.0,0.0,0.0
HNGR,19.93000030517578,0.0,0.0,0.0
HNI,34.41999816894531,0.0,0.0,0.0
HNNA,9.3100004196167,19.0,176.89000797271729,0.001768900130114135
HNP,22.65999984741211,0.0,0.0,0.0
HNRG,5.739999771118164,0.0,0.0,0.0
HNW,14.1899995803833,0.0,0.0,0.0
HOFT,27.850000381469727,0.0,0.0,0.0
HOG,34.2599983215332,0.0,0.0,0.0
HOLI,18.170000076293945,0.0,0.0,0.0
HOLX,44.68000030517578,0.0,0.0,0.0
HOMB,17.889999389648438,0.0,0.0,0.0
HON,166.44000244140625,0.0,0.0,0.0
HOPE,13.220000267028809,0.0,0.0,0.0
HOS,1.4199999570846558,0.0,0.0,0.0
HOV,10.770000457763672,0.0,0.0,0.0
HOVNP,3.2799999713897705,0.0,0.0,0.0
HP,51.22999954223633,0.0,0.0,0.0
HPF,22.1299991607666,0.0,0.0,0.0
HPI,22.56999969482422,0.0,0.0,0.0
HPJ,3.4000000953674316,0.0,0.0,0.0
HPP,34.16999816894531,0.0,0.0,0.0
HPQ,19.190000534057617,0.0,0.0,0.0
HPS,18.700000762939453,0.0,0.0,0.0
HPT,26.0,0.0,0.0,0.0
HQH,19.690000534057617,0.0,0.0,0.0
HQL,16.329999923706055,0.0,0.0,0.0
HR,32.119998931884766,0.0,0.0,0.0
HRB,27.219999313354492,0.0,0.0,0.0
HRC,96.56999969482422,0.0,0.0,0.0
HRI,37.09000015258789,0.0,0.0,0.0
HRL,39.130001068115234,0.0,0.0,0.0
HRS,188.5399932861328,0.0,0.0,0.0
HRZN,11.720000267028809,0.0,0.0,0.0
HSBC,41.810001373291016,0.0,0.0,0.0
HSC,24.690000534057617,0.0,0.0,0.0
HSIC,67.66999816894531,0.0,0.0,0.0
HSII,31.719999313354492,11.0,348.9199924468994,0.0034892000238585454
HSKA,74.0999984741211,4.0,296.3999938964844,0.0029640000233941196
HSON,1.350000023841858,0.0,0.0,0.0
HST,19.139999389648438,0.0,0.0,0.0
HSTM,25.010000228881836,0.0,0.0,0.0
HSY,130.22000122070312,0.0,0.0,0.0
HT,17.75,0.0,0.0,0.0
HTA,28.34000015258789,0.0,0.0,0.0
HTBI,25.06999969482422,0.0,0.0,0.0
HTBK,11.960000038146973,0.0,0.0,0.0
HTD,24.799999237060547,0.0,0.0,0.0
HTGC,13.229999542236328,0.0,0.0,0.0
HTH,19.850000381469727,0.0,0.0,0.0
HTHT,31.8799991607666,7.0,223.1599941253662,0.002231600004820589
HTLD,18.8799991607666,0.0,0.0,0.0
HTLF,41.20000076293945,0.0,0.0,0.0
HTY,6.78000020980835,0.0,0.0,0.0
HTZ,15.65999984741211,11.0,172.2599983215332,0.0017226000322834402
HUBB,117.16000366210938,0.0,0.0,0.0
HUBG,40.15999984741211,0.0,0.0,0.0
HUM,259.5,0.0,0.0,0.0
HUN,18.959999084472656,0.0,0.0,0.0
HURC,37.040000915527344,0.0,0.0,0.0
HURN,47.75,0.0,0.0,0.0
HUSA,0.23000000417232513,1073.0,246.79000447690487,0.002467900115066963
HVT,17.850000381469727,0.0,0.0,0.0
HWBK,27.200000762939453,0.0,0.0,0.0
HWCC,5.5,0.0,0.0,0.0
HWKN,34.4900016784668,0.0,0.0,0.0
HXL,73.33999633789062,0.0,0.0,0.0
HY,45.15999984741211,0.0,0.0,0.0
HYB,8.680000305175781,0.0,0.0,0.0
HYGS,9.319999694824219,0.0,0.0,0.0
HYI,14.729999542236328,0.0,0.0,0.0
HYT,10.449999809265137,0.0,0.0,0.0
HZNP,24.600000381469727,0.0,0.0,0.0
HZO,16.3799991607666,0.0,0.0,0.0
IAC,223.2899932861328,0.0,0.0,0.0
IAE,8.510000228881836,0.0,0.0,0.0
IAF,5.400000095367432,0.0,0.0,0.0
IAG,2.4800000190734863,0.0,0.0,0.0
IART,48.849998474121094,0.0,0.0,0.0
IBCP,21.420000076293945,0.0,0.0,0.0
IBIO,0.7699999809265137,0.0,0.0,0.0
IBKC,74.37000274658203,0.0,0.0,0.0
IBKR,53.86000061035156,0.0,0.0,0.0
IBM,132.38999938964844,0.0,0.0,0.0
IBN,11.640000343322754,19.0,221.16000652313232,0.0022116001282285556
IBOC,39.31999969482422,0.0,0.0,0.0
ICAD,6.079999923706055,0.0,0.0,0.0
ICCC,5.989999771118164,0.0,0.0,0.0
ICE,81.25,0.0,0.0,0.0
ICFI,73.5199966430664,0.0,0.0,0.0
ICL,5.260000228881836,0.0,0.0,0.0
ICLR,138.52000427246094,0.0,0.0,0.0
ICON,0.9200000166893005,0.0,0.0,0.0
ICPT,85.51000213623047,0.0,0.0,0.0
ICUI,224.5,0.0,0.0,0.0
IDA,104.12000274658203,0.0,0.0,0.0
IDCC,64.87999725341797,0.0,0.0,0.0
IDE,11.760000228881836,0.0,0.0,0.0
IDN,4.230000019073486,0.0,0.0,0.0
IDRA,2.5999999046325684,0.0,0.0,0.0
IDSY,4.96999979019165,0.0,0.0,0.0
IDT,7.46999979019165,0.0,0.0,0.0
IDXG,0.7300000190734863,0.0,0.0,0.0
IDXX,253.57000732421875,0.0,0.0,0.0
IEC,6.5,1.0,6.5,6.500000185151924e-05
IEP,70.0,0.0,0.0,0.0
IESC,18.469999313354492,0.0,0.0,0.0
IEX,150.74000549316406,0.0,0.0,0.0
IFF,135.5399932861328,0.0,0.0,0.0
IFN,21.209999084472656,0.0,0.0,0.0
IGA,10.40999984741211,0.0,0.0,0.0
IGD,6.429999828338623,0.0,0.0,0.0
IGI,20.610000610351562,0.0,0.0,0.0
IGLD,0.28999999165534973,0.0,0.0,0.0
IGR,7.389999866485596,0.0,0.0,0.0
IGT,12.979999542236328,0.0,0.0,0.0
IHC,37.9900016784668,0.0,0.0,0.0
IHD,7.230000019073486,0.0,0.0,0.0
IHG,65.30999755859375,0.0,0.0,0.0
IID,5.769999980926514,0.0,0.0,0.0
IIF,20.770000457763672,0.0,0.0,0.0
III,3.2300000190734863,0.0,0.0,0.0
IIIN,19.270000457763672,0.0,0.0,0.0
IIM,14.680000305175781,0.0,0.0,0.0
IIN,24.530000686645508,0.0,0.0,0.0
IIVI,31.799999237060547,0.0,0.0,0.0
ILMN,308.9700012207031,0.0,0.0,0.0
IMAX,22.219999313354492,0.0,0.0,0.0
IMGN,1.9299999475479126,0.0,0.0,0.0
IMH,2.9100000858306885,0.0,0.0,0.0
IMI,1.1799999475479126,0.0,0.0,0.0
IMKTA,30.510000228881836,0.0,0.0,0.0
IMMP,1.899999976158142,1.0,1.899999976158142,1.9000000302794734e-05
IMMR,7.710000038146973,0.0,0.0,0.0
IMMU,14.430000305175781,0.0,0.0,0.0
IMO,27.09000015258789,0.0,0.0,0.0
IMOS,14.890000343322754,0.0,0.0,0.0
INAP,2.819999933242798,0.0,0.0,0.0
INB,8.510000228881836,0.0,0.0,0.0
INBK,21.299999237060547,0.0,0.0,0.0
INCY,80.5,0.0,0.0,0.0
INDB,73.52999877929688,0.0,0.0,0.0
INF,12.220000267028809,0.0,0.0,0.0
INFI,1.4600000381469727,0.0,0.0,0.0
INFU,5.090000152587891,0.0,0.0,0.0
INFY,10.15999984741211,0.0,0.0,0.0
ING,10.859999656677246,0.0,0.0,0.0
INGR,78.3499984741211,0.0,0.0,0.0
